GeneID,GeneName
55705,IPO9
7566,ZNF18
80097,MZT2B
9398,IGSF2
9118,AINX
79836,LONF3
10411,RPGF3
3993,L2GL2
65056,GPBP1
337976,KR202
79831,KDM8
100861540,CP3A7
24148,PRP6
727857,BHA09
55041,PKHB2
221785,ZSC25
2962,T2FA
29974,A1CF
9194,MOT2
89958,SAPC2
140880,CST11
5546,PRCC
3578,IL9
53832,I20RA
26219,OR1J4
55624,PMGT1
123099,DEGS2
347148,OX26
55257,MRGBP
51619,UB2D4
120793,O56A4
51233,DRIC1
57396,CLK4
7471,WNT1
199974,CP4Z1
11156,TP4A3
85376,RIM3A
390058,O51B6
9925,ZBTB5
146167,S38A8
123606,NIPA1
121504,H4
285203,EOGT
10418,SPON1
57458,TMCC3
3034,HUTH
389434,IYD1
51390,AIG1
1022,CDK7
80864,EGFL8
480,AT1A4
9965,FGF19
284904,S14L4
23431,AP4E1
6694,SPP24
79915,ATAD5
9388,LIPG
353500,BMP8A
84307,ZN397
80789,INT5
644150,WIPF3
90187,EMIL3
9623,TCL1B
9324,HMGN3
285761,DCBD1
221400,TDRD6
10127,ZN263
63036,CEL2A
23623,RUSC1
79731,SYNM
1477,CSTF1
284338,PRR19
10436,NEP1
4654,MYOD1
4487,MSX1
55003,PK1IP
393046,OR2A5
134218,DJC21
3440,IFNA2
55716,LMBRL
150763,GPAT2
10905,MA1A2
2230,ADX
221294,NT5D1
170959,ZN431
79922,MRM1
23657,XCT
84276,NICN1
23450,SF3B3
10739,RFPL2
122525,CN028
153918,ZC21B
54914,FOCAD
23101,MF2L2
54414,SIAE
2307,FOXS1
84701,COX42
113177,IZUM4
63929,XPP3
5270,GDN
441549,CDNF
81562,LMA2L
3855,K2C7
127002,AT7L2
282991,BL1S2
65003,RM11
570,BAAT
100132399,GG12C
83887,TTLL2
252839,TMEM9
161247,FITM1
404281,TYY2
389384,BNIP5
92369,SPSB4
4131,MAP1B
222663,SCUB3
51,ACOX1
6425,SFRP5
100526761,SOLH2
343099,CCD18
283162,OR8B4
10753,CAN9
51230,PHF20
51429,SNX9
159989,DEUP1
65985,AACS
139170,DC121
51744,CD244
283820,NOMO2
114825,PWP2A
22,ABCB7
255239,ANKK1
126402,TEKL1
5092,PHS
3744,KCA10
79903,NAA60
79134,T185B
60436,TGIF2
3298,HSF2
55315,S29A3
494551,WEE2
1107,CHD3
51146,A4GCT
22862,FND3A
83448,PUS7L
6911,TBX6
1397,CRIP2
10272,FSTL3
5727,PTC1
79646,PANK3
5862,RAB2A
84445,LZTS2
55731,F222B
158234,TM10B
4111,MAGAC
60385,TSKS
51548,SIR6
84699,CR3L3
387601,S22AP
54658,UD11
84648,LCE3D
64591,TSPY2
4204,MECP2
10454,TAB1
390199,OR4D9
1672,DEFB1
51807,TBA8
2779,GNAT1
168002,DACT2
6769,STAC
79919,MB214
56853,CELF4
4052,LTBP1
4193,MDM2
590,CHLE
79927,F110D
7718,ZN165
158046,NXNL2
442191,O14J1
4249,MGT5A
134430,WDR36
64843,ISL2
9518,GDF15
307,ANXA4
64718,UNKL
390327,O6C70
23463,ICMT
118987,PDZD8
22954,TRI32
386679,KR102
64129,TINAL
28960,DCPS
79798,ARMC5
1293,CO6A3
53828,FXYD4
84726,PRC2B
7036,TFR2
26531,O11A1
51809,GALT7
5891,MOK
148479,PHF13
147645,VS10L
79935,CCNP
8326,FZD9
259289,T2R43
7984,ARHG5
23677,SH3B4
137797,LYPD2
162517,FBX39
340578,DC122
5650,KLK7
25989,ULK3
84182,MINY4
55314,TM144
5195,PEX14
7090,TLE3
203054,ADCK5
3559,IL2RA
152687,ZN595
128434,VTM2L
84109,QRFPR
55559,HAUS7
171024,SYNP2
5742,PGH1
1947,EFNB1
160622,GRASP
27076,LYPD3
25817,TAFA5
122258,SPAC7
9772,TMM94
5956,OPSR
55783,CMTR2
119764,OR4X2
127550,A3LT2
84954,MPND
27240,SIT1
2272,FHIT
10284,SAP18
405753,DOXA2
100127206,MNARL
132321,CD033
83714,NRIP2
56342,SSF1
2051,EPHB6
378948,RBY1B
140893,RB8NL
85280,KRA94
55763,EXOC1
6716,S5A2
392309,O13J1
390271,OR8B3
11320,MGT4A
94234,FOXQ1
83444,IN80B
10682,EBP
1527,TEX28
64976,RM40
337973,KR196
84062,DTBP1
255762,PDZD9
54517,PUS7
136242,PRS37
65249,ZSWM4
64080,RBSK
124773,CHCT1
163259,DEN2C
51209,RAB9B
199953,TM201
6634,SMD3
26046,LTN1
56171,DYH7
341799,OR6S1
10939,AFG32
64788,LMF1
26528,DAZP1
119395,CAHM3
9223,MAGI1
1838,DTNB
6581,S22A3
51650,RT33
257218,SHPRH
388555,IGFL3
64097,E41LA
718,CO3
22911,WDR47
81050,O5AC2
162966,ZN600
121599,SPIC
388336,SHSA6
26297,SRGEF
6399,TPC2A
254225,RN169
27333,GOLI4
6497,SKI
345,APOC3
54785,BORC6
80763,SPXN
146712,QTGAL
5481,PPID
5064,PALM
259239,WFD11
4858,NOVA2
2273,FHL1
144132,DNHD1
7786,M3K12
344,APOC2
84818,I17RC
11172,INSL6
51368,TX264
25996,ORN
114792,KLH32
283232,TMM80
22999,RIMS1
160492,LMTD1
80221,ACSF2
283111,O51V1
29999,FSCN3
25928,SOSD1
6273,S10A2
1504,CTRB1
340980,O52B6
25914,RTTN
3713,INVO
51252,F178B
130120,REG3G
84501,SPIR2
680,BRS3
8504,PEX3
54832,VP13C
55113,XKR8
10008,KCNE3
122553,TPC6B
167826,OLIG3
120863,DEPD4
221336,BEND6
6584,S22A5
858,CAV2
2632,GLGB
339416,ANR45
9086,IF1AY
3857,K1C9
79660,PPR3B
59349,KLH12
51586,MED15
91050,CC149
121643,FOXN4
285598,ARL10
1193,CLIC2
7499,XG
9125,CNOT9
441054,CFA96
3673,ITA2
1352,COX10
248,PPBI
55231,CCD87
23152,CIC
219681,ARMC3
221191,PRS54
10562,OLFM4
11273,ATX2L
116512,MRGRD
121665,SPPL3
57824,HMHB1
400258,NRAC
2948,GSTM4
6723,SPEE
63027,S22AN
90379,DCA15
5900,GNDS
1464,CSPG4
83902,KR171
51592,TRI33
254887,ZDH23
375346,STIMA
4952,OCRL
56102,PCDGF
27202,C5AR2
6314,ATX7
6657,SOX2
844,CASQ1
196074,MET15
55567,DYH3
79066,MET16
10329,RXLT1
1908,EDN3
79981,FRMD1
259282,BD1L1
150677,OTOSP
9046,DOK2
57479,PRR12
6164,RL34
5276,SPI2
204474,PDILT
1678,TIM8A
3347,HIS3
9477,MED20
29071,C1GLC
7224,TRPC5
10557,RPP38
54971,BANP
3185,HNRPF
5396,PRRX1
84968,PNM6A
23514,SPIDR
85443,DCLK3
2966,TF2H2
386678,KR109
257062,CTSRD
55210,ATD3A
56656,OR2S1
84152,PPR1B
55312,RIFK
185,AGTR1
112399,EGLN3
286753,TARG1
79145,CHCH7
347168,OR1J1
494197,SPXN5
157657,CF418
26696,OR2T1
2625,GATA3
8647,ABCBB
60485,SAV1
4868,NPHN
5639,TMG2
84918,LRP11
137682,NDUF6
25878,MXRA5
790955,UQCC3
79801,SHCBP
140685,ZBT46
161829,EXD1
27129,HSPB7
57631,LRCH2
10309,CCNO
83481,EPIPL
51114,ZDHC9
51611,DPH5
5289,PK3C3
5304,PIP
9312,KCNB2
386685,KR10C
8269,TM187
80714,PBX4
4618,MYF6
79739,TTLL7
57167,SALL4
54859,ELP6
2854,GPR32
162993,ZN846
623,BKRB1
5319,PA21B
170692,ATS18
389643,SLIP
55033,FKB14
148022,TCAM1
161424,NOP9
257313,UTS2B
11022,TDRKH
64111,NPVF
285335,SL9C1
283078,MKX
285605,DTWD2
171023,ASXL1
6691,ISK2
64386,MMP25
400746,NCMAP
4632,MYL1
165679,SPTSB
79631,EFL1
3010,H1T
11282,MGT4B
81558,F117A
282809,POC1B
23397,CND2
84911,ZN382
27183,VPS4A
84560,MT4
40,ASIC2
284312,ZSCA1
4300,AF9
158405,K1958
6346,CCL1
55891,LENEP
9099,UBP2
56146,PCDA2
83874,TB10A
390037,O52I1
51332,SPTN5
5317,PKP1
8798,DYRK4
4254,SCF
135228,CD109
390077,O52N2
5629,PROX1
26015,RPAP1
842,CASP9
150280,HORM2
63904,DUS21
137868,SGCZ
64854,UBP46
9626,GUC1C
5571,AAKG1
220082,CBY2
285596,F153A
342945,ZSC22
348013,T255B
10786,NPT4
79577,CDC73
388121,TP8L3
84897,TBRG1
151056,PLB1
6588,SARCO
202,CRBG1
6289,SAA2
7780,ZNT2
10517,FBW10
11076,TPPP
29119,CTNA3
6419,SETMR
64849,S13A3
6422,SFRP1
336,APOA2
65057,ACD
219429,OR4CB
64116,S39A8
1949,EFNB3
136,AA2BR
140730,RIMS4
57404,CP20A
25987,TSK
8542,APOL1
127077,O2T11
9832,JKIP2
22895,RP3A
6527,SC5A4
202374,ST32A
6550,SL9A3
729396,GG12J
91227,GGTL2
285533,RN175
27115,PDE7B
6091,ROBO1
8208,CAF1B
4319,MMP10
9855,FARP2
26493,OR8B8
10461,MERTK
127579,DCST2
5144,PDE4D
140733,MACD2
55204,GLP3L
23421,CENPR
153241,CE120
245936,DB123
140612,ZFP28
90317,ZN616
84247,RTL6
146540,ZN785
266740,MAGA2
374946,DRAXI
6877,TAF5
169522,KCNV2
9133,CCNB2
3195,TLX1
25921,ZDHC5
55344,PLCX1
90233,ZN551
4004,RBTN1
9311,ASIC3
408187,ISK14
144245,AG10B
5519,2AAB
122622,PURA1
158833,AWAT1
619189,SERC4
23076,RRP1B
54797,MED18
347688,TBB8
134285,TM171
5251,PHEX
114789,SCMC2
80173,IFT74
27145,FLIP1
56169,GSDMC
2848,GPR25
100653049,KRT34
84698,CAYP2
219902,TLCD5
7047,TGM4
27314,RAB30
152519,NIPA3
23379,ICE1
11135,BORG5
140803,TRPM6
90990,KIFC2
3861,K1C14
57592,ZN687
3690,ITB3
377677,CAH13
5493,PEPL
225,ABCD2
222584,FA83B
5620,PRM2
27286,SRPX2
55347,ABHDA
645191,LIGO3
1015,CAD17
55084,SOBP
1819,DRG2
29128,UHRF1
391253,SPIT4
171177,RHOV
658,BMR1B
283130,S2545
4238,MFAP3
9153,S28A2
353145,LCE3E
10073,SPN1
1300,COAA1
220441,RN152
7038,THYG
9016,UCP5
2765,GML
91608,RSLAB
196410,TMT1B
5955,RCN2
150165,XKR3
53841,CDHR5
7276,TTHY
6121,RPE65
79071,ELOV6
85019,TM241
3612,IMPA1
2036,E41L1
64756,ATPF1
5001,ORC5
200350,FX4L1
84659,RNAS7
728215,NALF1
25789,TM59L
2911,GRM1
124152,IQCK
4886,NPY1R
84255,SPX3
5228,PLGF
10298,PAK4
91445,RN185
389383,COLL2
116729,PPR27
126393,HSPB6
5096,PCCB
5449,PIT1
10072,DPP3
57465,TBC24
1134,ACHA
3163,HMOX2
57530,CING
3779,KCMB1
1996,ELAV4
11274,UBP18
10798,OR5I1
26166,RGS22
84935,MEDAG
1646,AK1C2
3083,HGFA
84436,ZN528
54875,CNTLN
6905,TBCE
11035,RIPK3
4731,NDUV3
134728,IKBP1
8528,OXDD
115,ADCY9
80343,SE1L2
200373,PCDP1
22880,MORC2
3775,KCNK1
55297,CCD91
2119,ETV5
50511,SYCP3
291,ADT1
200150,PLD5
93492,TPTE2
728340,T2H2L
5737,PF2R
91526,ANR44
2700,CXA3
80306,MED28
10004,NALDL
64782,AEN
10919,EHMT2
4116,MGN
219952,OR6Q1
286205,SCAI
134549,SHRM1
401138,AMTN
337972,KR195
83259,PC11Y
2196,FAT2
7371,UCK2
10085,EDIL3
22846,VASH1
10665,TSBP1
5087,PBX1
653657,MB3L3
5192,PEX10
8908,GLYG2
8676,STX11
10603,SH2B2
254263,CNIH2
126298,IRGQ
6975,TECTB
26249,KLHL3
51560,RAB6B
548645,DJC25
342933,ZSA5B
8604,S2512
1020,CDK5
56244,BTNL2
252995,FNDC5
121642,ALKB2
57053,ACH10
148979,GLIS1
338094,F151A
11094,FLOWR
23221,RHBT2
9435,CHST2
655,BMP7
9955,HS3SA
255426,RGF1C
3645,INSRR
5994,RFXAP
2116,ETV2
80263,TRI45
3480,IGF1R
100129128,KHDCL
4628,MYH10
392138,O2A25
337966,KRA61
2173,FABP7
133022,TR1L1
219541,MED19
387263,CF120
132204,SYNPR
80312,TET1
9649,RGPS1
151525,WSDU1
64922,LRC19
56136,PCDAD
29947,DNM3L
9422,ZN264
126755,LRC38
2780,GNAT2
431704,RGS21
9020,M3K14
338567,KCNKI
7052,TGM2
255626,H2B1A
112812,FDX2
55066,PDPR
51409,HEMK1
126321,MFS12
55512,NSMA2
8735,MYH13
245934,DB121
3062,OX2R
30845,EHD3
389421,LN28B
9719,ATL2
57165,CXG2
128239,IQGA3
3977,LIFR
122742,OR4L1
8508,NIPS1
199745,THAP8
283897,CP054
26232,FBX2
84300,UQCC2
8645,KCNK5
84812,PLCD4
51806,CALL5
3699,ITIH3
50853,VILL
53615,MBD3
6873,TAF2
55740,ENAH
51202,DDX47
6323,SCN1A
80317,ZKSC3
147945,NALP4
11004,KIF2C
229,ALDOB
8174,MADCA
10762,NUP50
2650,GCNT1
29886,SNX8
100169851,PATE3
84616,KRA44
4864,NPC1
7402,UTRN
4223,MEOX2
8787,RGS9
1363,CBPE
154467,CC167
6707,SPRR3
116159,CYYR1
10388,SYCP2
81127,OR4KF
401666,O51A4
5923,RGRF1
7701,ZN142
55601,DDX60
403,ARL3
7737,R113A
11199,ANX10
79816,TLE6
6385,SDC4
164,AP1G1
10417,SPON2
84290,CPNS2
339761,C27C1
79184,BRCC3
57555,NLGN2
11037,STON1
9328,TF3C5
56910,STAR7
27074,LAMP3
125972,CALR3
90737,PAGE5
115861,NXNL1
116985,ARAP1
2261,FGFR3
51074,MTNB
728841,NBPF8
148229,AT8B3
922,CD5L
51299,NRN1
1185,CLCN6
171483,FAM9B
81607,NECT4
116835,HS12B
5872,RAB13
221692,PHAR1
79074,ASHWN
26011,TEN4
727957,MROH1
340602,EZHIP
6358,CCL14
23544,SE6L1
149563,SRARP
127687,CA122
132851,SPAT4
51310,S22AH
80178,TEDC2
4322,MMP13
388567,ZN749
127428,TEAN2
26168,SENP3
79777,ACBD4
79149,ZSA5A
6564,S15A1
64062,RBM26
283284,IGS22
28954,REM1
7200,TRH
54850,FXL12
254268,AKND1
784,CACB3
9641,IKKE
5462,P5F1B
118663,BTBDG
122665,RNAS8
154288,KHDC3
132203,SNTAN
1087,CEAM7
29109,FHOD1
51761,AT8A2
26533,O10G3
8412,BCAR3
81559,TRI11
51081,RT07
387640,SKDA1
553115,PEF1
91893,FDXA1
8725,RMP
10003,NALD2
122953,JDP2
221079,ARL5B
133383,SETD9
8345,H2B1H
83903,HASP
388468,POTEC
387680,WAC2A
119678,O52E2
414149,ACBD7
129080,EMID1
79228,THOC6
151313,FAH2B
155465,AGR3
6017,RLBP1
51076,CUTC
118738,ZN488
6706,SPR2G
132001,TAM41
126375,ZN792
3976,LIF
6703,SPR2D
130574,LYPD6
23105,FSTL4
139604,MAGBG
91977,MYOZ3
7681,MKRN3
27336,HTSF1
165545,DQX1
5054,PAI1
210,HEM2
654346,LEG9C
150962,PUS10
140881,DB129
403239,O2T27
57156,CSC1
79676,OGFD2
163351,GBP6
80759,KHDC1
6330,SCN4B
391003,PRA18
54822,TRPM7
23189,KANK1
134083,OR2Y1
64785,PSF3
5047,PAEP
84964,ALKB6
5261,PHKG2
112858,PRPK
121268,REBL1
11311,VPS45
5469,MED1
51605,TRM6
165918,RN168
4085,MD2L1
81611,AN32E
2649,NR6A1
9358,ITGBL
6276,S10A5
79571,GCC1
26239,LCE2B
3750,KCND1
117,PACR
159686,CFA58
4040,LRP6
1677,DFFB
203413,KKLC1
5264,PAHX
340156,MYLK4
27124,PI5PA
7223,TRPC4
55203,LGI2
9891,NUAK1
58497,PRUN1
7105,TSN6
144097,SPNDC
60592,SCOC
169026,ZNT8
57474,ZN490
100170765,ERIC4
93129,ORAI3
155006,TM213
7562,ZN708
55635,DEP1A
253461,ZBT38
8497,LIPA4
386617,KCTD8
6331,SCN5A
57326,PBIP1
338675,O5AP2
55867,S22AB
6050,RINI
64645,MF14A
56955,MEPE
1834,DSPP
50515,CHSTB
51729,WBP11
4901,NRL
283677,RE114
6297,SALL2
58489,AB17C
27107,ZBT11
219927,RM21
84836,ABHEB
57536,K1328
168090,CF118
125893,ZN816
7772,ZN229
148066,ZNRF4
93550,ZFAN4
9580,SOX13
7941,PAFA
158358,BRD10
161514,TBC21
23268,DNMBP
2115,ETV1
643853,TMPPE
9743,RHG32
414899,BLID
285659,OR2V2
55218,EXD2
26872,STEA1
6492,SIM1
140947,DCNP1
53405,CLIC5
85320,MRP8
5673,PSG5
80210,ARMC9
149465,CFA57
5564,AAKB1
4534,MTM1
55975,KLHL7
51531,TRMO
119682,O51L1
6355,CCL8
83696,TPPC9
55105,GPTC2
126248,WDR88
5978,REST
26071,RTL8A
23174,ZCH14
29763,PACN3
1282,CO4A1
126370,OR1I1
345222,MSD1
377007,KLH30
4113,MAGB2
3814,KISS1
389208,TM11F
92703,T183A
221935,SDK1
133060,OTOP1
4931,NVL
55584,ACHA9
8614,STC2
1414,CRBB1
1432,MK14
116150,NGBR
3274,HRH2
478,AT1A3
9878,TOX4
81035,COL12
127385,O10J5
23498,3HAO
79710,MORC4
1585,C11B2
137695,DIESL
9833,MELK
886,CCKAR
54453,RIN2
3118,DQA2
23467,NPTXR
83693,HSDL1
126823,KLDC9
79706,PKRI1
131578,LRC15
129530,LYG1
10196,ANM3
5051,PAFA2
7252,TSHB
3839,IMA4
139562,OTU6A
1557,CP2CJ
146279,TEKT5
403313,PLPP6
389799,CFA77
157,ARBK2
8811,GALR2
144195,GTR14
4092,SMAD7
66000,TM108
8483,CILP1
5049,PA1B2
386724,AMGO3
1289,CO5A1
256646,NUTM1
399671,HEAT4
2200,FBN1
2822,PHLD
3622,ING2
11148,HHLA2
126075,CC159
10369,CCG2
56897,WRIP1
158431,ZN782
7738,ZN184
122416,ANKR9
338661,TM225
80816,ASXL3
11163,NUDT4
254251,LCORL
157567,ANR46
83539,CHST9
158135,TTL11
339834,IHO1
285231,FBW12
7556,ZNF10
1993,ELAV2
50964,SOST
1589,CP21A
25769,NCKX2
4986,OPRK
116441,T4S18
25861,WHRN
4548,METH
342667,STAC2
337967,KRA62
10537,UBD
83547,RILP
6783,ST1E1
93587,TM10A
85369,STRP1
9688,NUP93
10560,S19A2
84687,NEB2
503834,DPRX
25992,SNED1
196374,K2C78
57643,ZSWM5
1411,CRBA1
79734,KCD17
65084,TM135
273,AMPH
284498,CA167
124842,T132E
5267,KAIN
64377,CHST8
26267,FBX10
7030,TFE3
2875,ALAT1
3679,ITA7
7757,ZN208
1133,ACM5
9628,RGS6
166336,PRIC2
6010,OPSD
3339,PGBM
100506658,OCLN
80757,TM121
57524,CSKI1
899,CCNF
348094,AKD1A
23435,TADBP
4669,ANAG
30001,ERO1A
3891,KRT85
9248,MTR1L
25934,NPS3A
79000,AUNIP
100996928,FMC1
56111,PCDG4
55011,PIHD1
4817,NIT1
51550,CINP
493860,CCD73
3299,HSF4
1837,DTNA
9730,DCAF1
10005,ACOT8
114801,T200A
9538,EI24
27433,TOR2X
374887,YJEN3
79794,SPRNG
57194,AT10A
112802,K2C71
2101,ERR1
84660,CCD62
150223,YDJC
1160,KCRS
7448,VTNC
55247,NEIL3
51129,ANGL4
388595,TMM82
55351,ST32B
84258,SYT3
144717,SESQ1
4321,MMP12
1292,CO6A2
117195,MRGX3
8877,SPHK1
57596,BEGIN
57613,F234B
84552,PAR6G
122651,RNS11
333929,SNAI3
89886,SLAF9
1417,CRBB3
57685,CAHD1
90736,VCF2
163033,ZN579
338707,B4GN4
64802,NMNA1
50943,FOXP3
3933,LCN1
7172,TPMT
84328,LZIC
9858,PPR26
56986,DTWD1
9684,LRC14
2588,GALNS
54558,SPAT6
27063,ANKR1
56180,MSPD1
157922,CAMP1
7991,TUSC3
10146,G3BP1
3626,INHBC
6663,SOX10
10367,MICU1
440087,SMCO3
5864,RAB3A
25902,C1TM
54619,CCNJ
5281,PIGF
5275,SPB13
147138,TMC8
494118,SPXN1
83856,FSD1L
84934,RITA1
6134,RL10
175,ASPG
54363,HAOX1
9631,NU155
24147,FJX1
391356,PTRD1
442117,GLTL6
6336,SCNAA
65062,TM237
23383,SCC4
284402,SC2B2
497190,CL18B
23546,SNG4
150737,IT70B
4774,NFIA
5892,RA51D
646962,HRCT1
100101629,GGE2D
10219,KLRG1
6944,VPS72
196996,GRM2A
26027,ACO11
79730,NSUN7
28231,SO4A1
1510,CATE
3959,LG3BP
55840,EAF2
56033,BARX1
1366,CLD7
200634,KCP3
55223,TRI62
729747,ZN878
150082,LCA5L
55824,PHAG1
56961,SHD
84966,IGS21
9128,PRP4
79097,TRI48
51293,CD320
80863,PRRT1
55062,WIPI1
25938,HTR5A
8646,CHRD
126205,NALP8
1719,DYR
8549,LGR5
51066,SSUH2
245973,VATC2
5333,PLCD1
79713,IGFR1
3444,IFNA7
138241,CI085
84894,LIGO1
8904,CPNE1
57642,COKA1
7637,ZNF84
26103,LRIT1
8509,NDST2
3630,INS
2350,FOLR2
10234,LRC17
390157,OR8K1
6882,TAF11
28992,MACD1
7769,ZN226
11272,PROL4
286204,CRUM2
54751,FBLI1
5010,CLD11
2581,GALC
11317,RBPJL
5198,PUR4
9758,FRPD4
8317,CDC7
390259,BSH
286144,TRIQK
60370,AVPI1
53630,BCDO1
256297,PTF1A
4023,LIPL
79582,SPG16
4140,MARK3
257364,SNX33
9771,RPGF5
260434,PYDC1
344838,PAQR9
375759,CI050
728695,SPNXB
89765,RSPH1
1311,COMP
1392,CRF
284406,ZFP82
7051,TGM1
353238,PADI6
55064,SPA6L
653567,TM236
7782,ZNT4
5075,PAX1
1111,CHK1
127281,PXL2B
26086,GPSM1
84962,AJUBA
347741,OTOP3
30815,SIA7F
8940,TOP3B
5502,PPR1A
9540,QORX
4139,MARK1
253582,TM244
7072,TIA1
26160,IF172
90249,UNC5A
51773,RSF1
2550,GABR1
8834,TMM11
91373,UAP1L
1412,CRBA2
26074,CFA61
283951,UQCC4
8443,GNPAT
10881,ACL7A
115908,CTHR1
153218,ISK13
8324,FZD7
9682,KDM4A
23328,SASH1
145497,LR74A
7180,CRIS2
4640,MYO1A
123228,SENP8
51171,DHB14
91749,MFS4B
148870,CCD27
80149,ZC12A
57406,ABHD6
2487,SFRP3
4299,AFF1
146956,EME1
56270,WIPI3
140883,Z280B
124491,T170A
56675,NRIP3
79674,MELT
124989,EFC13
340168,DPPA5
112755,STX1B
84684,INSM2
9510,ATS1
80331,DNJC5
79025,FND11
2022,EGLN
114794,PPR29
65110,REN3A
54433,GAR1
285368,PRRT3
55917,CT2NL
64759,TENS3
79047,KCD15
3751,KCND2
55120,FANCL
345456,PROF3
129521,NMS
1208,COL
124245,ZCH18
9836,TYW4
3955,LFNG
374354,NHLC2
5792,PTPRF
348980,HCN1
6523,SC5A1
113444,SIM12
388021,T179A
2923,PDIA3
10523,CHERP
339768,ESPNL
158931,TCAL6
4674,NP1L2
8784,TNR18
6830,SPT6H
64799,IQCH
3214,HXB4
10888,GPR83
3426,CFAI
55355,HJURP
399888,F180B
10380,BPNT1
642843,CPS4L
22858,CILK1
1213,CLH1
51260,PBDC1
866,CBG
84908,F136A
27148,STK36
391112,OR6Y1
128859,BPIB6
118980,SFXN2
55124,PIWL2
116337,PANX3
51313,GAK1B
7166,TPH1
127074,OR2T4
2686,GGT7
6621,SNPC4
54962,TIPIN
1004,CADH6
28985,MCTS1
116179,TGM7
10974,ADIRF
23659,PAG15
4608,MYBPH
54839,LRC49
84708,LNX1
5576,KAP2
860,RUNX2
7014,TERF2
121512,FGD4
11341,SCRG1
4807,HEN1
441168,CAHM6
10321,CRIS3
2526,FUT4
23389,MD13L
10128,LPPRC
2255,FGF10
55626,AMRA1
84649,DGAT2
10038,PARP2
441272,SPDE3
1474,CYTM
56957,OTU7B
387715,ARMS2
25886,POC1A
100288801,FRG2C
10215,OLIG2
127066,O14CZ
145581,LRFN5
79848,CSPP1
9617,RF1M
137970,UNC5D
414061,DNJB3
159091,PBIR3
6768,ST14
55825,PECR
51447,IP6K2
4861,NPAS1
90952,ESAM
166655,TRI60
686,BTD
25875,LTMD1
59271,EVA1C
53836,GPR87
51266,CLC1B
51340,CRNL1
346653,GAR1A
286075,ZN707
65981,CAPR2
166614,DCLK2
135644,TRI40
23237,ARC
815,KCC2A
3189,HNRH3
126204,NAL13
26577,PCOC2
84296,SLD5
1942,EFNA1
84068,NTCP7
146556,CP089
4064,CD180
51138,CSN4
4320,MMP11
57657,HCN3
79841,CBPC2
7372,UMPS
157724,S7A13
1103,CLAT
8726,EED
387509,GP153
116211,T4S19
1024,CDK8
57132,CHM1B
9697,TRAM2
10815,CPLX1
23303,KI13B
10536,P3H3
2834,PRLHR
22899,ARHGF
23252,OTUD3
51725,FBX40
57719,ANO8
120787,O52W1
51764,GBG13
123970,CP078
55721,IQCC
57579,F135A
286499,F133A
55208,DCNL2
5446,PON3
84449,ZN333
124045,SPT33
119587,CPXM2
144404,T120B
9585,KI20B
84666,RETNB
116372,LYPD1
55815,TXIP1
114571,S22A9
5173,PDYN
9837,PSF1
5272,SPB9
26150,RIBC2
84747,U119B
6457,SH3G3
84140,F161A
51133,KCTD3
11062,DUS4L
162681,LAS2
55285,RBM41
79135,MIC26
347051,NTCP5
2131,EXT1
3656,IRAK2
85397,RGS8
90333,ZN468
90655,TF2LY
79637,ARMC7
57102,FERY3
10966,RB40B
7465,WEE1
5346,PLIN1
245938,DB125
7479,WNT8B
51569,UFM1
3672,ITA1
8938,BAIP3
7425,VGF
162514,TRPV3
27156,RSP14
1990,CELA1
51534,VTA1
7138,TNNT1
388646,GBP7
122481,KAD7
51101,ZC21A
3910,LAMA4
283461,RDIC1
10882,C1QRF
2128,EVX1
340273,ABCB5
10243,GEPH
386746,MRGRG
4285,MIPEP
84779,NAA11
85462,FHDC1
221472,FGD2
119772,O52M1
143570,XRRA1
81442,OR6N2
55374,TMCO6
8411,EEA1
128153,SPT17
57624,NYAP2
56241,SUSD2
3991,LIPS
90410,IFT20
23384,CYTSA
79147,FKRP
51714,SELT
150483,TEKT4
219417,OR8U1
1797,DXO
9351,NHRF2
10960,LMAN2
7919,DX39B
4854,NOTC3
116519,APOA5
353141,LCE2D
132141,IQCF1
5190,PEX6
774,CAC1B
359710,BPIB3
3297,HSF1
9058,S13A2
55229,PANK4
340024,S6A19
130888,FBX36
49,ACRO
5406,LIPP
6354,CCL7
3788,KCNS2
56139,PCDAA
203076,CH074
92558,BICL1
84181,CHD6
1856,DVL2
162073,IPIL2
597,B2LA1
80740,LY66C
64428,CIAO3
8675,STX16
22801,ITA11
158983,H2BWT
221833,SP8
113835,ZN257
163175,LGI4
55172,KTU
10566,AKAP3
4342,MOS
51338,M4A4A
50814,NSDHL
388701,CP141
54602,NFIP2
12,AACT
1586,CP17A
23259,DDHD2
580,BARD1
59341,TRPV4
7629,ZNF76
260293,CP4X1
3632,I5P1
51343,FZR1
131149,OTOL1
23166,STAB1
348262,MCRI1
83855,KLF16
2301,FOXE3
51226,COPZ2
9472,AKAP6
162494,RHBL3
79913,ARP5
11281,PO6F2
30008,FBLN4
118491,CFA70
79863,RBFA
80309,SPKAP
54910,SEM4C
118670,FA24A
23660,ZKSC5
9612,NCOR2
81626,SHP1L
388799,F209B
2524,FUT2
7373,COEA1
83795,KCNKG
390151,OR8H2
64221,ROBO3
25960,AGRA2
3309,BIP
9119,K2C75
135886,TM270
55701,ARH40
84692,CCD54
225689,MK15
56704,JPH1
9201,DCLK1
668,FOXL2
100132476,KRA47
79740,ZBBX
89822,KCNKH
6483,SIA4B
